5.816942748,14.45257214,17.00980759,24.37706836,0.002758607,5.445690583
19.16752443,15.34298434,9.787499231,25.15692886,0.004667205,4.872393013
17.95224132,16.30205686,17.75309287,23.17832145,0.003898885,4.786492218
9.277572541,13.14544732,17.46296558,24.15946805,0.004855747,6.020803968
14.01210928,17.15980693,5.216150605,22.20404318,0.001927103,4.3090562
12.98033319,6.690128889,16.89233157,22.32050702,0.004614192,4.844133246
15.93872366,19.92822102,15.08618206,24.66984679,0.004004527,6.837031586
16.07253757,8.521718364,15.71909457,24.63630721,0.002207619,5.580318414
9.035804468,11.86781451,10.36597918,24.26573881,0.001838694,5.378749238
7.098441328,13.24015516,8.689165523,21.93142198,0.000307193,6.584269435
17.65982476,9.970255293,5.922095012,23.99845316,0.000979015,6.441223328
5.329441603,19.08327985,7.964391146,25.67273147,0.001028834,4.37767671
5.445822785,10.31988598,6.669807867,23.43443259,0.001673192,6.431949924
7.698876876,6.29055462,19.83944504,24.7281319,0.000689611,4.82760443
17.17312358,14.64057237,13.48951163,22.61589224,0.000599077,4.60200227
15.54446505,12.32108393,11.23097067,24.0913255,0.000467263,4.236455147
15.84847151,14.39951414,10.11460021,22.27735923,0.001160175,6.559098257
10.99199021,12.23715942,9.124606674,25.94611113,0.003112068,5.505056106
7.214147155,16.30197848,19.69813461,24.60309475,0.003574996,5.975417029
15.41184064,14.53288338,19.14994844,24.65625674,0.003032689,5.834672017
9.724537866,7.865268644,14.69555385,25.95919218,0.000574663,6.038833981
18.33350589,8.81120903,16.23060539,21.86793672,0.003247848,4.108132432
10.67640172,12.38805724,16.9184995,24.09196617,0.004334725,5.057204728
19.84011191,11.30832975,5.92627886,22.27115922,0.004269768,4.639437723
7.813657974,19.44000821,15.58822743,22.81956174,0.000680468,5.443847881
8.132815827,8.285514407,18.12296338,22.37706865,0.004739903,5.712742752
7.615303731,13.27672933,17.41346,25.9397846,0.000370339,5.252345914
14.85032858,16.93465579,11.66084901,25.66080126,0.003680469,6.664499268
17.24175884,19.62977769,9.996423898,25.30811158,0.000784292,6.310555062
13.79235413,7.127254017,19.10064937,22.6359765,0.003782187,5.927389854
8.657281741,11.24397583,5.095154592,24.42290267,0.001664328,4.736507317
13.46848484,6.702531282,17.91906463,23.90694207,0.002174935,6.358783453
11.12016236,6.374705557,19.93658559,24.79089958,0.003725975,6.014246305
15.42250539,8.712807391,13.47974671,21.97333104,0.003459644,5.593216573
6.444693917,12.93366729,5.887150002,24.7733079,0.004958507,5.292498993
14.1871004,6.492634252,17.44668018,21.13012588,0.001503843,6.647338323
15.98349353,14.39705884,5.31175812,24.35961238,0.000964956,4.367942462
6.167883559,21.54888618,15.83995995,22.418337,0.00435162,6.811060516
